hebrew,count,english_translation,transliteration
הקריירה,32,The career,hqryyrh
התפקיד,32,The job,htpqyd
שיחק,32,Played,šyḥq
בחייו,32,In his life,vḥyyw
התהליך,32,The process,hthlyk
כספי,32,financial,kspy
להגנת,32,In defense,lhgnt
עיקר,32,The main thing,ʿyqr
נערכו,32,Have been held,nʿrkw
המשימה,32,The task,hmšymh
בשבת,32,On Saturday,všvt
במרחק,32,In a distance,vmrḥq
עדויות,32,Evidence,ʿdwywt
הידוע,32,The well -known,hydwʿ
בלב,32,In the heart,vlv
שמע,32,audio,šmʿ
שפות,32,Languages,špwt
משל,32,parable,mšl
שיותר,32,That more,šywtr
השטח,32,The area,hšṭḥ
שזהו,32,That is,šzhw
בולט,32,prominent,vwlṭ
פתוחה,32,Open,ptwḥh
קרבות,32,Battles,qrvwt
מלכתחילה,32,from the start,mlktḥylh
הדגל,32,The flag,hdgl
מגלה,32,Reveals,mglh
שואל,32,Asking,šwʾl
לדברים,32,To things,ldvrym
מבוססת,32,Based,mvwsst
שרוצה,32,Who wants,šrwṣh
בשאלה,32,In the question,všʾlh
האופן,32,The way,hʾwpn
ביקשתי,32,I have asked for,vyqšty
תחנת,32,A station,tḥnt
העיניים,32,The eyes,hʿynyym
ההגדרה,32,The setting,hhgdrh
פרה,32,cow,prh
מילא,32,Has filled,mylʾ
מנחם,32,Comforted,mnḥm
כיבוש,32,Occupation,kyvwš
שרידי,32,Remains,šrydy
חלה,32,Applaud,ḥlh
האקלים,32,The climate,hʾqlym
תלמיד,32,student,tlmyd
מיוחדים,32,Special,mywḥdym
המזרח,32,Eastern,hmzrḥ
הערבים,32,The Arabs,hʿrvym
ערן,32,Eran,ʿrn
מחק,32,eraser,mḥq
בכתיבת,32,In writing,vktyvt
חש,32,Feel,ḥš
אחידות,32,uniformity,ʾḥydwt
שיקול,32,A consideration,šyqwl
למשפחת,32,To a family,lmšpḥt
תקן,32,standard,tqn
מטרת,32,The purpose,mṭrt
ממילא,32,in any case,mmylʾ
להצטרף,32,join,lhṣṭrp
מוצג,32,Shown,mwṣg
נפוצה,32,Common,npwṣh
הצורה,32,Shape,hṣwrh
האופוזיציה,32,The opposition,hʾwpwzyṣyh
למיטב,32,To the best of,lmyṭv
הנוסחה,32,The formula,hnwsḥh
אזרחות,32,citizenship,ʾzrḥwt
אטום,32,opaque,ʾṭwm
שלפני,31,Before,šlpny
עוברים,31,Embryos,ʿwvrym
להפריד,31,separate,lhpryd
מועד,31,Date,mwʿd
מתקשה,31,Hardens,mtqšh
למות,31,die,lmwt
הטלפון,31,The phone,hṭlpwn
הסתם,31,Just,hstm
יומיים,31,Two days,ywmyym
ביקש,31,Asked for,vyqš
קשרים,31,Ties,qšrym
זמנית,31,temporarily,zmnyt
הנושאים,31,The topics,hnwšʾym
אהיה,31,I'll be,ʾhyh
הציבורית,31,The public,hṣyvwryt
היועץ,31,The consultant,hywʿṣ
ארוכות,31,Long,ʾrwkwt
בתנאי,31,Provided,vtnʾy
שאמר,31,Who said,šʾmr
הגישה,31,Access,hgyšh
במשחקי,31,In the games,vmšḥqy
בבני,31,In my sons,vvny
להסתיר,31,hide,lhstyr
מכבי,31,Maccabi,mkvy
כיף,31,fun,kyp
בפברואר,31,In February,vpvrwʾr
תוקף,31,validity,twqp
בריא,31,healthy,vryʾ
האל,31,God,hʾl
שנכתב,31,Written,šnktv
בינינו,31,Between us,vynynw
שבהן,31,Where,švhn
ניצח,31,Won,nyṣḥ
שלילי,31,negative,šlyly
הרווח,31,The profit,hrwwḥ
בפרויקט,31,In the project,vprwyqṭ
וחלק,31,And some,wḥlq
בודדים,31,Lonely,vwddym
המועדון,31,The club,hmwʿdwn
פול,31,pool,pwl
פתוחים,31,Open,ptwḥym
הקהל,31,Audience,hqhl
בכוח,31,By force,vkwḥ
סוחר,31,merchant,swḥr
מרד,31,revolt,mrd
כוכבא,31,Kochba,kwkvʾ
מחכה,31,Wait,mḥkh
מכון,31,institute,mkwn
בגן,31,In the garden,vgn
ייעוץ,31,Advice,yyʿwṣ
איטליה,31,Italy,ʾyṭlyh
יוצאים,31,Come out,ywṣʾym
לוחם,31,fighter,lwḥm
הקרקע,31,The ground,hqrqʿ
בשיתוף,31,In conjunction,všytwp
להתגורר,31,reside,lhtgwrr
ריק,31,empty,ryq
במהרה,31,soon,vmhrh
לתפוס,31,catch,ltpws
סדרות,31,Series,sdrwt
הנקודה,31,The point,hnqwdh
נרחבת,31,Widespread,nrḥvt
אפס,31,zero,ʾps
מקצועיים,31,Professional,mqṣwʿyym
הבדואים,31,Bedouin,hvdwʾym
פרץ,31,breach,prṣ
במילה,31,In the word,vmylh
המנדט,31,Mandate,hmndṭ
בסמוך,31,near,vsmwk
צחוק,31,laughter,ṣḥwq
זיהוי,31,Identification,zyhwy
לצבא,31,To the army,lṣvʾ
חברתית,31,Social,ḥvrtyt
מקיף,31,comprehensive,mqyp
ברשימת,31,On the list,vršymt
ברזיל,31,Brazil,vrzyl
במובן,31,In the sense,vmwvn
אזרחי,31,civil,ʾzrḥy
שואלים,31,Ask,šwʾlym
נולדה,31,Born,nwldh
תחרות,31,competition,tḥrwt
ראשו,31,His head,rʾšw
ההוצאה,31,The expense,hhwṣʾh
הראשית,31,The main one,hrʾšyt
מסלול,31,orbit,mslwl
למשפט,31,For trial,lmšpṭ
עליכם,31,On you,ʿlykm
גמל,31,camel,gml
להירשם,31,To sign up,lhyršm
סבירה,31,Reasonable,svyrh
מחיקת,31,Erasing,mḥyqt
לקטגוריה,31,To the category,lqṭgwryh
למרחב,31,To space,lmrḥv
בשפות,31,In the languages,všpwt
בדרגת,31,at the level of,vdrgt
פרטית,31,private,prṭyt
אינסולין,31,insulin,ʾynswlyn
יעלי,31,yaeli,yʿly
יחידה,31,unit,yḥydh
נמחקים,31,deleted,nmḥqym
לשונית,31,tab,lšwnyt
הפיצוץ,31,the explosion,hpyṣwṣ
וויקיפדיה,31,wikipedia,wwyqypdyh
הויקיפדיה,31,wikipedia,hwyqypdyh
לצרף,31,attach,lṣrp
הבוט,31,the bot,hvwṭ
הקטגוריות,31,the categories,hqṭgwrywt
וגדל,31,and grew,wgdl
שבא,30,who came,švʾ
להפעיל,30,activate,lhpʿyl
קיבוץ,30,kibbutz,qyvwṣ
המקומות,30,the places,hmqwmwt
לתאר,30,describe,ltʾr
מאיתנו,30,from us,mʾytnw
לרדת,30,down,lrdt
החברות,30,the companies,hḥvrwt
טלפון,30,phone,ṭlpwn
מסתבר,30,probable,mstvr
הבתים,30,the houses,hvtym
חשבו,30,think,ḥšvw
מוכרים,30,sellers,mwkrym
עקרונית,30,in principle,ʿqrwnyt
הרבנים,30,the rabbis,hrvnym
חרדי,30,orthodox,ḥrdy
גילו,30,age,gylw
מחיר,30,price,mḥyr
פנימה,30,inside,pnymh
בעונה,30,in season,vʿwnh
מורה,30,teacher,mwrh
צפוי,30,expected,ṣpwy
להימנע,30,to avoid,lhymnʿ
הבנייה,30,construction,hvnyyh
בירת,30,capital,vyrt
ממשל,30,government,mmšl
גמר,30,final,gmr
הגמר,30,The finish,hgmr
האישית,30,Personal,hʾyšyt
ניצב,30,Stands,nyṣv
לשבח,30,praise,lšvḥ
בגדר,30,In the fence,vgdr
ניתוח,30,Analysis,nytwḥ
שנערך,30,Held,šnʿrk
בימינו,30,today,vymynw
הינה,30,Is,hynh
משותפת,30,Shared,mšwtpt
בתחתית,30,At the bottom,vtḥtyt
ספור,30,story,spwr
ארוכים,30,Long,ʾrwkym
שהתשובה,30,That the answer,šhtšwvh
תומך,30,supporter,twmk
להילחם,30,To fight,lhylḥm
כוונה,30,Intention,kwwnh
מציין,30,Indicates,mṣyyn
בחצי,30,In half,vḥṣy
התפילה,30,The prayer,htpylh
פיקוח,30,Supervision,pyqwḥ
המודרנית,30,Modern,hmwdrnyt
יופי,30,beauty,ywpy
כלים,30,Tools,klym
המטוסים,30,The planes,hmṭwsym
מוצרי,30,Products,mwṣry
לחם,30,bread,lḥm
בעלה,30,Her husband,vʿlh
צריכות,30,Need,ṣrykwt
האב,30,The father,hʾv
בזמנו,30,At the time,vzmnw
דרישה,30,demand,dryšh
הכשרה,30,training,hkšrh
לסיום,30,To finish,lsywm
ף,30,Ie,p
מוסיפים,30,Add,mwsypym
בשדה,30,In the field,všdh
לשחרר,30,release,lšḥrr
ידועים,30,Are known,ydwʿym
בשקט,30,quietly,všqṭ
עוברת,30,Passing,ʿwvrt
לחיים,30,To life,lḥyym
חייל,30,A soldier,ḥyyl
הארי,30,Harry,hʾry
לאחור,30,behind,lʾḥwr
בחירה,30,choice,vḥyrh
תנאים,30,Conditions,tnʾym
באזורים,30,In areas,vʾzwrym
במצדה,30,At Masada,vmṣdh
באפריל,30,In April,vʾpryl
להמציא,30,invent,lhmṣyʾ
המשפטים,30,The sentences,hmšpṭym
הארוך,30,Long,hʾrwk
פולחן,30,cult,pwlḥn
מאנית,30,Manic,mʾnyt
הנכונה,30,Correct,hnkwnh
מלחמות,30,Wars,mlḥmwt
בדצמבר,30,In December,vdṣmvr
נפצעו,30,Were injured,npṣʿw
התחבורה,30,The transport,htḥvwrh
אפלו,30,Darkened,ʾplw
בפיירפוקס,30,In Firefox,vpyyrpwqs
חיפשתי,30,I was looking for,ḥypšty
גרעיני,30,nuclear,grʿyny
המיזם,30,The venture,hmyzm
חינוכי,30,Educational,ḥynwky
להעתיק,30,copy,lhʿtyq
גוש,30,bloc,gwš
מדף,30,shelf,mdp
כנ,30,As,kn
אדוארד,30,Edward,ʾdwʾrd
שציינת,30,Indicated,šṣyynt
צדדי,30,side,ṣddy
עקרוני,30,fundamental,ʿqrwny
קרוי,30,named,qrwy
למדתי,29,I learned,lmdty
ואנחנו,29,And we,wʾnḥnw
מוכנה,29,Ready,mwknh
לישון,29,sleep,lyšwn
יישאר,29,Will remain,yyšʾr
להשפיע,29,influence,lhšpyʿ
מצליחה,29,Successful,mṣlyḥh
מטבע,29,currency,mṭvʿ
מכשיר,29,instrument,mkšyr
לעצמה,29,For herself,lʿṣmh
מטרים,29,Meters,mṭrym
מכתב,29,letter,mktv
שניה,29,second,šnyh
בד,29,fabric,vd
מבטיח,29,promising,mvṭyḥ
לחברה,29,To the company,lḥvrh
בחשבון,29,In an account,vḥšvwn
להרגיש,29,feel,lhrgyš
להטיל,29,throw,lhṭyl
מפגש,29,meeting,mpgš
הפרדה,29,separation,hprdh
לפרסום,29,For advertising,lprswm
תכנים,29,Content,tknym
במאמר,29,In the article,vmʾmr
מהסוג,29,The kind of,mhswg
מהבחינה,29,From the point of view,mhvḥynh
משפחתי,29,family,mšpḥty
נהדר,29,magnificent,nhdr
מכם,29,radar,mkm
העולמי,29,The world,hʿwlmy
בחודשים,29,In the months,vḥwdšym
ממשיכים,29,Continue,mmšykym
קצב,29,rate,qṣv
החדשות,29,The news,hḥdšwt
המערבי,29,Western,hmʿrvy
לפעילות,29,To an activity,lpʿylwt
תוכניות,29,Plans,twknywt
כמוך,29,Like you,kmwk
במפורש,29,explicitly,vmpwrš
מועמד,29,candidate,mwʿmd
תופעות,29,Phenomena,twpʿwt
ההיסטורי,29,Historical,hhysṭwry
מתקופת,29,From a period,mtqwpt
נכתבה,29,Write,nktvh
שולח,29,sender,šwlḥ
לרוץ,29,run,lrwṣ
פשוטים,29,Simple,pšwṭym
ניהול,29,Management,nyhwl
שיצא,29,Leaving,šyṣʾ
צפויים,29,Are expected,ṣpwyym
בתנאים,29,Under conditions,vtnʾym
פגם,29,defect,pgm
שיפור,29,Improvement,šypwr
לטווח,29,In the range,lṭwwḥ
המשרד,29,Office,hmšrd
העלאת,29,Raising,hʿlʾt
בקבוצה,29,In the group,vqvwṣh
הכנסה,29,income,hknsh
הגדולות,29,The biggest,hgdwlwt
כשאתה,29,When you are,kšʾth
בעידן,29,In an era,vʿydn
הישג,29,Achievement,hyšg
חוף,29,beach,ḥwp
הנבחרים,29,The selected,hnvḥrym
רשאי,29,entitled,ršʾy
שהדבר,29,Which is,šhdvr
בנושאי,29,On topics,vnwšʾy
מפעילי,29,An operator,mpʿyly
פורים,29,Purim,pwrym
קורונה,29,Corona,qwrwnh
להבהיר,29,clarify,lhvhyr
בעיניי,29,To me,vʿynyy
חיילי,29,Soldiers,ḥyyly
עצמאית,29,Independent,ʿṣmʾyt
חופשיים,29,Are free,ḥwpšyym
לשתות,29,drink,lštwt
הצרפתי,29,Frenchman,hṣrpty
הקטנה,29,The little one,hqṭnh
רבנים,29,Rabbis,rvnym
מפלגה,29,party,mplgh
כולן,29,All of them,kwln
שירותי,29,Services,šyrwty
ליצירת,29,To create,lyṣyrt
טבע,29,nature,ṭvʿ
להכין,29,prepare,lhkyn
נבנה,29,Was built,nvnh
שמעו,29,Have heard,šmʿw
מסיבה,29,For a party,msyvh
ן,29,Pillow,n
שרוצים,29,Who want,šrwṣym
לשון,29,language,lšwn
הדיונים,29,The discussions,hdywnym
לומד,29,Learns,lwmd
תיאטרון,29,Theater,tyʾṭrwn
העיקר,29,The main thing,hʿyqr
שעון,29,clock,šʿwn
בידו,29,In his hand,vydw
לירושלים,29,To Jerusalem,lyrwšlym
לשפוך,29,shed,lšpwk
תועלת,29,benefit,twʿlt
האנושי,29,The human,hʾnwšy
להמשך,29,continue,lhmšk
גורן,29,Goren,gwrn
באף,29,In the nose,vʾp
המינים,29,The species,hmynym
ביהדות,29,In Judaism,vyhdwt
הרצל,29,Herzl,hrṣl
ציוני,29,Zionist,ṣywny
ממס,29,solvent,mms
מסחר,29,trade,msḥr
בואי,29,Come on,vwʾy
התעופה,29,Airport,htʿwph
המשנה,29,The sub -sub -,hmšnh
השכונה,29,The neighborhood,hškwnh
בהודו,29,In India,vhwdw
למדה,29,Learned,lmdh
הקיסר,29,The emperor,hqysr
מוזיאון,29,museum,mwzyʾwn
שהעלית,29,That raised,šhʿlyt
בהוצאת,29,בהוצאת,vhwṣʾt
והערך,29,And the value,whʿrk
לעריכה,29,To edit,lʿrykh
אינספור,29,Countless,ʾynspwr
פולין,29,Poland,pwlyn
סקרלט,29,Scarlett,sqrlṭ
נקבר,29,Is buried,nqvr
המתאים,29,Appropriate,hmtʾym
שערכת,29,To,šʿrkt
אמרת,29,You said,ʾmrt
מיזמי,29,A venture,myzmy
נוי,29,decoration,nwy
נהרג,29,Killed,nhrg
להזיז,29,move,lhzyz
סימפסון,29,Simpson,sympswn
הפיסקה,29,The paragraph,hpysqh
החסימה,29,The blockage,hḥsymh
טעויות,29,Mistakes,ṭʿwywt
האחראי,29,In charge,hʾḥrʾy
קרדיט,29,Credit,qrdyṭ
טרומן,29,Truman,ṭrwmn
נהרה,29,A river,nhrh
שבעה,28,seven,švʿh
פונה,28,פונה,pwnh
זבל,28,manure,zvl
השמות,28,The names,hšmwt
מוצרים,28,Products,mwṣrym
לחתום,28,sign,lḥtwm
חמישי,28,fifth,ḥmyšy
מתנגדים,28,Opposing,mtngdym
לאנשי,28,To the people,lʾnšy
הולנד,28,Netherlands,hwlnd
באיטליה,28,In Italy,vʾyṭlyh
תא,28,cell,tʾ
יתרה,28,balance,ytrh
יעיל,28,effective,yʿyl
ציין,28,Indicate,ṣyyn
הוקמה,28,Established,hwqmh
שושלת,28,dynasty,šwšlt
התושבים,28,Residents,htwšvym
היכולת,28,The ability,hykwlt
ברזל,28,iron,vrzl
היקף,28,Scope,hyqp
הקשה,28,tapping,hqšh
פברואר,28,February,pvrwʾr
מעניינים,28,Interesting,mʿnyynym
הסיפורים,28,The stories,hsypwrym
מודע,28,aware,mwdʿ
באחת,28,In one,vʾḥt
מצליחים,28,Are successful,mṣlyḥym
המטה,28,The headquarters,hmṭh
בבעיה,28,In trouble,vvʿyh
מוטב,28,better,mwṭv
המקצועי,28,The professional,hmqṣwʿy
שאוכל,28,Who eats,šʾwkl
יגיע,28,Will come,ygyʿ
לעובד,28,To an employee,lʿwvd
סירב,28,Refused,syrv
רביעי,28,fourth,rvyʿy
וב,28,And in,wv
הגרמני,28,The German,hgrmny
שאותו,28,whom,šʾwtw
למסקנה,28,To conclude,lmsqnh
הכינוי,28,Nickname,hkynwy
היותו,28,Being,hywtw
במים,28,In the water,vmym
פועלת,28,You are working,pwʿlt
מסודרת,28,Neat,mswdrt
המפה,28,The map,hmph
ניסו,28,Attempted,nysw
סטודנטים,28,Students,sṭwdnṭym
גילוי,28,A discovery,gylwy
דיברנו,28,We spoke,dyvrnw
פסל,28,statue,psl
הולכים,28,Are going,hwlkym
המשפחות,28,The families,hmšpḥwt
הבכורה,28,The premiere,hvkwrh
חריג,28,exceptional,ḥryg
דתיים,28,Religious,dtyym
בתו,28,His daughter,vtw
טקס,28,ceremony,ṭqs
סרטי,28,סרטי,srṭy
לשלושה,28,For three,lšlwšh
להקים,28,establish,lhqym
בערוץ,28,On the channel,vʿrwṣ
שקורה,28,That happens,šqwrh
עולים,28,Rising,ʿwlym
לעודד,28,encourage,lʿwdd
הקוראים,28,Readers,hqwrʾym
עבודתו,28,His work,ʿvwdtw
הפרה,28,violation,hprh
המוזיקה,28,The music,hmwzyqh
וצריך,28,And should,wṣryk
שיעורים,28,Classes,šyʿwrym
הכביש,28,The road,hkvyš
הדת,28,Religion,hdt
בארגון,28,In the organization,vʾrgwn
במדבר,28,In the desert,vmdvr
רפואה,28,medicine,rpwʾh
הדרומי,28,The south,hdrwmy
פופולרי,28,popular,pwpwlry
הרחב,28,Wide,hrḥv
מבנים,28,Buildings,mvnym
המוסד,28,The institution,hmwsd
קריאה,28,reading,qryʾh
הכללית,28,The general,hkllyt
ראויים,28,Worthy,rʾwyym
אדלר,28,Adler,ʾdlr
מסחריים,28,Commercial,msḥryym
הגרמנים,28,The Germans,hgrmnym
המבצע,28,The operation,hmvṣʿ
השינה,28,Sleep,hšynh
אמנות,28,art,ʾmnwt
המהפכה,28,Revolution,hmhpkh
שנוי,28,change,šnwy
הוקמו,28,Have been established,hwqmw
התופעה,28,Phenomenon,htwpʿh
המקצוע,28,The profession,hmqṣwʿ
הערבי,28,The Arabic,hʿrvy
העמים,28,The nations,hʿmym
בכדורגל,28,In football,vkdwrgl
אישים,28,Personalities,ʾyšym
בך,28,in you,vk
נקראת,28,Called,nqrʾt
הכלב,28,The dog,hklv
הוציא,28,Had been issued,hwṣyʾ
לקחה,28,Took,lqḥh
רוק,28,rock,rwq
הנאצית,28,Nazi,hnʾṣyt
הבריטים,28,British,hvryṭym
אליעזר,28,Eliezer,ʾlyʿzr
עקרונות,28,Principles,ʿqrwnwt
התלמידים,28,The students,htlmydym
לנהוג,28,drive,lnhwg
האשה,28,The woman,hʾšh
הכתיב,28,Spelling,hktyv
לפרס,28,For a prize,lprs
רוזוולט,28,Roosevelt,rwzwwlṭ
זרם,28,stream,zrm
נותרו,28,Were left,nwtrw
גולדברג,28,Goldberg,gwldvrg
הצביעו,28,Voted,hṣvyʿw
השכלה,28,education,hšklh
חקר,28,research,ḥqr
ציור,28,painting,ṣywr
שבדיה,28,Sweden,švdyh
אמיר,28,emir,ʾmyr
הוק,28,Hawk,hwq
כתובת,28,address,ktwvt
הוסף,28,Add,hwsp
כלברה,28,A cervix,klvrh
ציטוטים,28,Quotes,ṣyṭwṭym
אנס,28,rapist,ʾns
בדקתי,27,I have checked,vdqty
ובית,27,And in the house,wvyt
נס,27,miracle,ns
עשתה,27,Did,ʿšth
עברתי,27,I have gone through,ʿvrty
שנקרא,27,Called,šnqrʾ
סבל,27,suffering,svl
בתוקף,27,in force,vtwqp
השפעות,27,Effects,hšpʿwt
שהיתה,27,That was,šhyth
מספקת,27,Provides,mspqt
לגור,27,live,lgwr
לשתף,27,share,lštp
רושם,27,impression,rwšm
מתייחס,27,refers to,mtyyḥs
עורכי,27,editors,ʿwrky
בספטמבר,27,in september,vspṭmvr
קשורה,27,related,qšwrh
נהג,27,driver,nhg
מדויקת,27,accurate,mdwyqt
ברב,27,barb,vrv
מחשבים,27,computers,mḥšvym
שילוב,27,combination,šylwv
פנאי,27,leisure,pnʾy
מעשית,27,practical,mʿšyt
לרכוש,27,purchase,lrkwš
כרטיס,27,card,krṭys
בליגה,27,in the league,vlygh
באולם,27,in the hall,vʾwlm
להציב,27,place,lhṣyv
בתקשורת,27,in the media,vtqšwrt
קראו,27,read,qrʾw
העלייה,27,the immigration,hʿlyyh
ניכרת,27,noticeable,nykrt
מטרות,27,goals,mṭrwt
במציאות,27,in reality,vmṣyʾwt
שעברה,27,passed,šʿvrh
בתפקידו,27,in his position,vtpqydw
תפקידים,27,roles,tpqydym
ה־,27,the-,h־
מגן,27,shield,mgn
לשאלות,27,for questions,lšʾlwt
בקבוצת,27,in the group,vqvwṣt
השישי,27,the sixth,hšyšy
במחקר,27,in the study,vmḥqr
להתייעץ,27,to consult,lhtyyʿṣ
שנכתבו,27,written,šnktvw
קושי,27,difficulty,qwšy
כאב,27,pain,kʾv
משמעי,27,meaningful,mšmʿy
הנפש,27,the soul,hnpš
ובני,27,and my son,wvny
ראשוני,27,ראשוני,rʾšwny
תשע,27,nine,tšʿ
מנצ,27,מנצ,mnṣ
ביוני,27,ביוני,vywny
הרביעית,27,Fourth,hrvyʿyt
באנגליה,27,In England,vʾnglyh
הקודמים,27,The previous,hqwdmym
לגעת,27,touch,lgʿt
עתיד,27,A future,ʿtyd
שעליו,27,On which,šʿlyw
מחלקת,27,A department,mḥlqt
עיתונאי,27,Journalist,ʿytwnʾy
הספרדים,27,The Spanish,hsprdym
שאינן,27,That do not,šʾynn
לעוד,27,For another,lʿwd
מוזכר,27,mentioned,mwzkr
המועד,27,The deadline,hmwʿd
נרצחו,27,Were murdered,nrṣḥw
שפחות,27,Less,špḥwt
היסטורי,27,historical,hysṭwry
ספורים,27,A few,spwrym
היי,27,Hi,hyy
סמכויות,27,Powers,smkwywt
אהוד,27,sympathetic,ʾhwd
בשלום,27,In peace,všlwm
מלוא,27,In full,mlwʾ
יוון,27,Greece,ywwn
הבנק,27,Bank,hvnq
פורסמו,27,Have been published,pwrsmw
ציוד,27,equipment,ṣywd
אה,27,Ah,ʾh
החיסון,27,The vaccine,hḥyswn
למרבה,27,Forever,lmrvh
ללמד,27,teach,llmd
פוסט,27,Post,pwsṭ
עמודים,27,Pages,ʿmwdym
הבריטית,27,British,hvryṭyt
בתוכו,27,In it,vtwkw
ששמת,27,Who puts,ššmt
הסרטים,27,The movies,hsrṭym
שראיתי,27,That I have seen,šrʾyty
עיתון,27,Newspaper,ʿytwn
ישיר,27,direct,yšyr
ששת,27,Six,ššt
היות,27,Since,hywt
בינלאומי,27,International,vynlʾwmy
ולו,27,And even,wlw
יהושע,27,Joshua,yhwšʿ
דוגמא,27,An example,dwgmʾ
תורת,27,Theory,twrt
מזו,27,From,mzw
הנרי,27,Henry,hnry
תביא,27,Will bring,tvyʾ
בכמות,27,In quantity,vkmwt
שחרורו,27,His release,šḥrwrw
צר,27,narrow,ṣr
הגרמנית,27,The German,hgrmnyt
לזמן,27,For time,lzmn
קריטריונים,27,Criteria,qryṭrywnym
תפיסת,27,Perception,tpyst
ראי,27,mirror,rʾy
ובכך,27,Thus,wvkk
החזק,27,Holding,hḥzq
גוריון,27,Gurion,gwrywn
שמעון,27,Shimon,šmʿwn
לכתיבת,27,For writing,lktyvt
האפל,27,The dark,hʾpl
צמחים,27,Plants,ṣmḥym
לשאר,27,For the rest,lšʾr
תפילה,27,Prayer,tpylh
גר,27,Living,gr
קריית,27,Kiryat,qryyt
הרוסית,27,Russian,hrwsyt
נפגעו,27,Were injured,npgʿw
הכה,27,A,hkh
