Hebrew,English
להמציא(lhmṣyʾ),invent
המשפטים(hmšpṭym),The sentences
הארוך(hʾrwk),Long
פולחן(pwlḥn),cult
מאנית(mʾnyt),Manic
הנכונה(hnkwnh),Correct
מלחמות(mlḥmwt),Wars
בדצמבר(vdṣmvr),In December
נפצעו(npṣʿw),Were injured
התחבורה(htḥvwrh),The transport
אפלו(ʾplw),Darkened
בפיירפוקס(vpyyrpwqs),In Firefox
חיפשתי(ḥypšty),I was looking for
גרעיני(grʿyny),nuclear
המיזם(hmyzm),The venture
חינוכי(ḥynwky),Educational
להעתיק(lhʿtyq),copy
גוש(gwš),bloc
מדף(mdp),shelf
כנ(kn),As
אדוארד(ʾdwʾrd),Edward
שציינת(šṣyynt),Indicated
צדדי(ṣddy),side
עקרוני(ʿqrwny),fundamental
קרוי(qrwy),named
למדתי(lmdty),I learned
ואנחנו(wʾnḥnw),And we
מוכנה(mwknh),Ready
לישון(lyšwn),sleep
יישאר(yyšʾr),Will remain
להשפיע(lhšpyʿ),influence
מצליחה(mṣlyḥh),Successful
מטבע(mṭvʿ),currency
מכשיר(mkšyr),instrument
לעצמה(lʿṣmh),For herself
מטרים(mṭrym),Meters
מכתב(mktv),letter
שניה(šnyh),second
בד(vd),fabric
מבטיח(mvṭyḥ),promising
לחברה(lḥvrh),To the company
בחשבון(vḥšvwn),In an account
להרגיש(lhrgyš),feel
להטיל(lhṭyl),throw
מפגש(mpgš),meeting
הפרדה(hprdh),separation
לפרסום(lprswm),For advertising
תכנים(tknym),Content
במאמר(vmʾmr),In the article
מהסוג(mhswg),The kind of
מהבחינה(mhvḥynh),From the point of view
משפחתי(mšpḥty),family
נהדר(nhdr),magnificent
מכם(mkm),radar
העולמי(hʿwlmy),The world
בחודשים(vḥwdšym),In the months
ממשיכים(mmšykym),Continue
קצב(qṣv),rate
החדשות(hḥdšwt),The news
המערבי(hmʿrvy),Western
לפעילות(lpʿylwt),To an activity
תוכניות(twknywt),Plans
כמוך(kmwk),Like you
במפורש(vmpwrš),explicitly
מועמד(mwʿmd),candidate
תופעות(twpʿwt),Phenomena
ההיסטורי(hhysṭwry),Historical
מתקופת(mtqwpt),From a period
נכתבה(nktvh),Write
שולח(šwlḥ),sender
לרוץ(lrwṣ),run
פשוטים(pšwṭym),Simple
ניהול(nyhwl),Management
שיצא(šyṣʾ),Leaving
צפויים(ṣpwyym),Are expected
בתנאים(vtnʾym),Under conditions
פגם(pgm),defect
שיפור(šypwr),Improvement
לטווח(lṭwwḥ),In the range
המשרד(hmšrd),Office
העלאת(hʿlʾt),Raising
בקבוצה(vqvwṣh),In the group
הכנסה(hknsh),income
הגדולות(hgdwlwt),The biggest
כשאתה(kšʾth),When you are
בעידן(vʿydn),In an era
הישג(hyšg),Achievement
חוף(ḥwp),beach
הנבחרים(hnvḥrym),The selected
רשאי(ršʾy),entitled
שהדבר(šhdvr),Which is
בנושאי(vnwšʾy),On topics
מפעילי(mpʿyly),An operator
פורים(pwrym),Purim
קורונה(qwrwnh),Corona
להבהיר(lhvhyr),clarify
בעיניי(vʿynyy),To me
חיילי(ḥyyly),Soldiers
עצמאית(ʿṣmʾyt),Independent
חופשיים(ḥwpšyym),Are free
לשתות(lštwt),drink
הצרפתי(hṣrpty),Frenchman
הקטנה(hqṭnh),The little one
רבנים(rvnym),Rabbis
מפלגה(mplgh),party
כולן(kwln),All of them
שירותי(šyrwty),Services
ליצירת(lyṣyrt),To create
טבע(ṭvʿ),nature
להכין(lhkyn),prepare
נבנה(nvnh),Was built
שמעו(šmʿw),Have heard
מסיבה(msyvh),For a party
ן(n),Pillow
שרוצים(šrwṣym),Who want
לשון(lšwn),language
הדיונים(hdywnym),The discussions
לומד(lwmd),Learns
תיאטרון(tyʾṭrwn),Theater
העיקר(hʿyqr),The main thing
שעון(šʿwn),clock
בידו(vydw),In his hand
לירושלים(lyrwšlym),To Jerusalem
לשפוך(lšpwk),shed
תועלת(twʿlt),benefit
האנושי(hʾnwšy),The human
להמשך(lhmšk),continue
גורן(gwrn),Goren
באף(vʾp),In the nose
המינים(hmynym),The species
ביהדות(vyhdwt),In Judaism
הרצל(hrṣl),Herzl
ציוני(ṣywny),Zionist
ממס(mms),solvent
מסחר(msḥr),trade
בואי(vwʾy),Come on
התעופה(htʿwph),Airport
המשנה(hmšnh),The sub -sub -
השכונה(hškwnh),The neighborhood
בהודו(vhwdw),In India
למדה(lmdh),Learned
הקיסר(hqysr),The emperor
מוזיאון(mwzyʾwn),museum
שהעלית(šhʿlyt),That raised
בהוצאת(vhwṣʾt),בהוצאת
והערך(whʿrk),And the value
לעריכה(lʿrykh),To edit
אינספור(ʾynspwr),Countless
פולין(pwlyn),Poland
סקרלט(sqrlṭ),Scarlett
נקבר(nqvr),Is buried
המתאים(hmtʾym),Appropriate
שערכת(šʿrkt),To
אמרת(ʾmrt),You said
מיזמי(myzmy),A venture
נוי(nwy),decoration
נהרג(nhrg),Killed
להזיז(lhzyz),move
סימפסון(sympswn),Simpson
הפיסקה(hpysqh),The paragraph
החסימה(hḥsymh),The blockage
טעויות(ṭʿwywt),Mistakes
האחראי(hʾḥrʾy),In charge
קרדיט(qrdyṭ),Credit
טרומן(ṭrwmn),Truman
נהרה(nhrh),A river
שבעה(švʿh),seven
פונה(pwnh),פונה
זבל(zvl),manure
השמות(hšmwt),The names
מוצרים(mwṣrym),Products
לחתום(lḥtwm),sign
חמישי(ḥmyšy),fifth
מתנגדים(mtngdym),Opposing
לאנשי(lʾnšy),To the people
הולנד(hwlnd),Netherlands
באיטליה(vʾyṭlyh),In Italy
תא(tʾ),cell
יתרה(ytrh),balance
יעיל(yʿyl),effective
ציין(ṣyyn),Indicate
הוקמה(hwqmh),Established
שושלת(šwšlt),dynasty
התושבים(htwšvym),Residents
היכולת(hykwlt),The ability
ברזל(vrzl),iron
היקף(hyqp),Scope
הקשה(hqšh),tapping
פברואר(pvrwʾr),February
מעניינים(mʿnyynym),Interesting
הסיפורים(hsypwrym),The stories
מודע(mwdʿ),aware
באחת(vʾḥt),In one
מצליחים(mṣlyḥym),Are successful
המטה(hmṭh),The headquarters
בבעיה(vvʿyh),In trouble
מוטב(mwṭv),better
המקצועי(hmqṣwʿy),The professional
שאוכל(šʾwkl),Who eats
יגיע(ygyʿ),Will come
לעובד(lʿwvd),To an employee
סירב(syrv),Refused
רביעי(rvyʿy),fourth
וב(wv),And in
הגרמני(hgrmny),The German
שאותו(šʾwtw),whom
למסקנה(lmsqnh),To conclude
הכינוי(hkynwy),Nickname
היותו(hywtw),Being
במים(vmym),In the water
פועלת(pwʿlt),You are working
מסודרת(mswdrt),Neat
המפה(hmph),The map
ניסו(nysw),Attempted
סטודנטים(sṭwdnṭym),Students
גילוי(gylwy),A discovery
דיברנו(dyvrnw),We spoke
פסל(psl),statue
הולכים(hwlkym),Are going
המשפחות(hmšpḥwt),The families
הבכורה(hvkwrh),The premiere
חריג(ḥryg),exceptional
דתיים(dtyym),Religious
בתו(vtw),His daughter
טקס(ṭqs),ceremony
סרטי(srṭy),סרטי
לשלושה(lšlwšh),For three
להקים(lhqym),establish
בערוץ(vʿrwṣ),On the channel
שקורה(šqwrh),That happens
עולים(ʿwlym),Rising
לעודד(lʿwdd),encourage
הקוראים(hqwrʾym),Readers
עבודתו(ʿvwdtw),His work
הפרה(hprh),violation
המוזיקה(hmwzyqh),The music
וצריך(wṣryk),And should
שיעורים(šyʿwrym),Classes
הכביש(hkvyš),The road
הדת(hdt),Religion
בארגון(vʾrgwn),In the organization
במדבר(vmdvr),In the desert
רפואה(rpwʾh),medicine
הדרומי(hdrwmy),The south
פופולרי(pwpwlry),popular
הרחב(hrḥv),Wide
מבנים(mvnym),Buildings
המוסד(hmwsd),The institution
קריאה(qryʾh),reading
הכללית(hkllyt),The general
ראויים(rʾwyym),Worthy
אדלר(ʾdlr),Adler
מסחריים(msḥryym),Commercial
הגרמנים(hgrmnym),The Germans
המבצע(hmvṣʿ),The operation
השינה(hšynh),Sleep
אמנות(ʾmnwt),art
המהפכה(hmhpkh),Revolution
שנוי(šnwy),change
הוקמו(hwqmw),Have been established
התופעה(htwpʿh),Phenomenon
המקצוע(hmqṣwʿ),The profession
הערבי(hʿrvy),The Arabic
העמים(hʿmym),The nations
בכדורגל(vkdwrgl),In football
אישים(ʾyšym),Personalities
בך(vk),in you
נקראת(nqrʾt),Called
הכלב(hklv),The dog
הוציא(hwṣyʾ),Had been issued
לקחה(lqḥh),Took
רוק(rwq),rock
הנאצית(hnʾṣyt),Nazi
הבריטים(hvryṭym),British
אליעזר(ʾlyʿzr),Eliezer
עקרונות(ʿqrwnwt),Principles
התלמידים(htlmydym),The students
לנהוג(lnhwg),drive
האשה(hʾšh),The woman
הכתיב(hktyv),Spelling
לפרס(lprs),For a prize
רוזוולט(rwzwwlṭ),Roosevelt
זרם(zrm),stream
נותרו(nwtrw),Were left
גולדברג(gwldvrg),Goldberg
הצביעו(hṣvyʿw),Voted
השכלה(hšklh),education
חקר(ḥqr),research
ציור(ṣywr),painting
שבדיה(švdyh),Sweden
אמיר(ʾmyr),emir
הוק(hwq),Hawk
כתובת(ktwvt),address
הוסף(hwsp),Add
כלברה(klvrh),A cervix
ציטוטים(ṣyṭwṭym),Quotes
אנס(ʾns),rapist
בדקתי(vdqty),I have checked
ובית(wvyt),And in the house
נס(ns),miracle
עשתה(ʿšth),Did
עברתי(ʿvrty),I have gone through
שנקרא(šnqrʾ),Called
סבל(svl),suffering
בתוקף(vtwqp),in force
השפעות(hšpʿwt),Effects
שהיתה(šhyth),That was
מספקת(mspqt),Provides
לגור(lgwr),live
לשתף(lštp),share
רושם(rwšm),impression
מתייחס(mtyyḥs),refers to
עורכי(ʿwrky),editors
בספטמבר(vspṭmvr),in september
קשורה(qšwrh),related
נהג(nhg),driver
מדויקת(mdwyqt),accurate
ברב(vrv),barb
מחשבים(mḥšvym),computers
שילוב(šylwv),combination
פנאי(pnʾy),leisure
מעשית(mʿšyt),practical
לרכוש(lrkwš),purchase
כרטיס(krṭys),card
בליגה(vlygh),in the league
באולם(vʾwlm),in the hall
להציב(lhṣyv),place
בתקשורת(vtqšwrt),in the media
קראו(qrʾw),read
העלייה(hʿlyyh),the immigration
ניכרת(nykrt),noticeable
מטרות(mṭrwt),goals
במציאות(vmṣyʾwt),in reality
שעברה(šʿvrh),passed
בתפקידו(vtpqydw),in his position
תפקידים(tpqydym),roles
ה־(h־),the-
מגן(mgn),shield
לשאלות(lšʾlwt),for questions
בקבוצת(vqvwṣt),in the group
השישי(hšyšy),the sixth
במחקר(vmḥqr),in the study
להתייעץ(lhtyyʿṣ),to consult
שנכתבו(šnktvw),written
קושי(qwšy),difficulty
כאב(kʾv),pain
משמעי(mšmʿy),meaningful
הנפש(hnpš),the soul
ובני(wvny),and my son
ראשוני(rʾšwny),ראשוני
תשע(tšʿ),nine
מנצ(mnṣ),מנצ
ביוני(vywny),ביוני
הרביעית(hrvyʿyt),Fourth
באנגליה(vʾnglyh),In England
הקודמים(hqwdmym),The previous
לגעת(lgʿt),touch
עתיד(ʿtyd),A future
שעליו(šʿlyw),On which
מחלקת(mḥlqt),A department
עיתונאי(ʿytwnʾy),Journalist
הספרדים(hsprdym),The Spanish
שאינן(šʾynn),That do not
לעוד(lʿwd),For another
מוזכר(mwzkr),mentioned
המועד(hmwʿd),The deadline
נרצחו(nrṣḥw),Were murdered
שפחות(špḥwt),Less
היסטורי(hysṭwry),historical
ספורים(spwrym),A few
היי(hyy),Hi
סמכויות(smkwywt),Powers
אהוד(ʾhwd),sympathetic
בשלום(všlwm),In peace
מלוא(mlwʾ),In full
יוון(ywwn),Greece
הבנק(hvnq),Bank
פורסמו(pwrsmw),Have been published
ציוד(ṣywd),equipment
אה(ʾh),Ah
החיסון(hḥyswn),The vaccine
למרבה(lmrvh),Forever
ללמד(llmd),teach
פוסט(pwsṭ),Post
עמודים(ʿmwdym),Pages
הבריטית(hvryṭyt),British
בתוכו(vtwkw),In it
ששמת(ššmt),Who puts
הסרטים(hsrṭym),The movies
שראיתי(šrʾyty),That I have seen
עיתון(ʿytwn),Newspaper
ישיר(yšyr),direct
ששת(ššt),Six
היות(hywt),Since
בינלאומי(vynlʾwmy),International
ולו(wlw),And even
יהושע(yhwšʿ),Joshua
דוגמא(dwgmʾ),An example
תורת(twrt),Theory
מזו(mzw),From
הנרי(hnry),Henry
תביא(tvyʾ),Will bring
בכמות(vkmwt),In quantity
שחרורו(šḥrwrw),His release
צר(ṣr),narrow
הגרמנית(hgrmnyt),The German
לזמן(lzmn),For time
קריטריונים(qryṭrywnym),Criteria
תפיסת(tpyst),Perception
ראי(rʾy),mirror
ובכך(wvkk),Thus
החזק(hḥzq),Holding
גוריון(gwrywn),Gurion
שמעון(šmʿwn),Shimon
לכתיבת(lktyvt),For writing
האפל(hʾpl),The dark
צמחים(ṣmḥym),Plants
לשאר(lšʾr),For the rest
תפילה(tpylh),Prayer
גר(gr),Living
קריית(qryyt),Kiryat
הרוסית(hrwsyt),Russian
נפגעו(npgʿw),Were injured
הכה(hkh),A
שזאת(šzʾt),This is
תנועות(tnwʿwt),Movements
שיצאו(šyṣʾw),Who came out
בתחרות(vtḥrwt),In the competition
המקצועית(hmqṣwʿyt),The professional
פרלמנט(prlmnṭ),parliament
בוויקישיתוף(vwwyqyšytwp),In Wikish drummer
שכונות(škwnwt),Neighborhoods
הנוסח(hnwsḥ),The wording
גבעת(gvʿt),Hill
שצריכה(šṣrykh),That needed
כתובים(ktwvym),Write
מאיפה(mʾyph),Where
נחל(nḥl),stream
עמנואל(ʿmnwʾl),Emanuel
לואי(lwʾy),Louis
ויקישיתוף(wyqyšytwp),Wikiper
קיבלת(qyvlt),Received
ויקיפדי(wyqypdy),Wikipedia
תשובתך(tšwvtk),Your reply
בשבילי(všvyly),For me
ולעשות(wlʿšwt),And do
ובלי(wvly),And without
מעניינת(mʿnyynt),Interesting
הרגשתי(hrgšty),I felt
שתיים(štyym),Two
מודה(mwdh),thanking
וטוב(wṭwv),And good
ואינו(wʾynw),And are not
וראה(wrʾh),And saw
מהלך(mhlk),walk
לנצח(lnṣḥ),win
מרגישה(mrgyšh),Feel
מגיל(mgyl),From age
מחזיק(mḥzyq),holder
משתתפים(mšttpym),Participants
התיקון(htyqwn),The repair
שבכל(švkl),In all
שנעשה(šnʿšh),Made
ישיבה(yšyvh),meeting
המיניות(hmynywt),Sexuality
טוענים(ṭwʿnym),Claims
מניעה(mnyʿh),prevention
חירום(ḥyrwm),An emergency
נקבע(nqvʿ),Determined
רכבת(rkvt),train
נסגר(nsgr),Closed
האחד(hʾḥd),One
ההלכה(hhlkh),Halacha
לאמץ(lʾmṣ),adopt
אלקטרוני(ʾlqṭrwny),electronic
מוגבל(mwgvl),limited
להוביל(lhwvyl),lead
הכלכלי(hklkly),Economic economic
ולפעמים(wlpʿmym),And sometimes
למשוך(lmšwk),attract
בטיפול(vṭypwl),In therapy
לסגור(lsgwr),close
לבחון(lvḥwn),examine
הצפון(hṣpwn),The north
האפשר(hʾpšr),Possible
החוף(hḥwp),The beach
הפגיעה(hpgyʿh),The injury
יצור(yṣwr),creature
תעופה(tʿwph),aviation
פוגע(pwgʿ),offensive
מרשים(mršym),impressive
כשר(kšr),kosher
בכירים(vkyrym),Senior executives
שוויון(šwwywn),Equality
מנכ(mnk),A
רמות(rmwt),Levels
מסוימות(mswymwt),Some
המכונה(hmkwnh),The machine
הזמנים(hzmnym),Times
קלות(qlwt),lightness
סוכר(swkr),sugar
נח(nḥ),Noah
בצרפת(vṣrpt),In France
סטר(sṭr),Steric
החליף(hḥlyp),Replaced
מועדון(mwʿdwn),club
מאתר(mʾtr),From a site
בתולדות(vtwldwt),In the history
הוכחות(hwkḥwt),Evidence
צפויה(ṣpwyh),Expected
לכלול(lklwl),include
הבלתי(hvlty),The otty
התנ(htn),A
הנחיות(hnḥywt),Guidelines
ידיעות(ydyʿwt),knowledge
הופכת(hwpkt),Becomes
חרף(ḥrp),despite
מטוס(mṭws),plane
רחבי(rḥvy),Wide
ספטמבר(spṭmvr),September
הרומית(hrwmyt),Roman
בדיחה(vdyḥh),joke
סוגים(swgym),Types
נהגו(nhgw),Used to
קהילה(qhylh),Community
ממוצא(mmwṣʾ),From origin
מגדל(mgdl),tower
לרשימה(lršymh),To the list
קר(qr),cold
אנר(ʾnr),Enlar
מהירות(mhyrwt),speed
משימה(mšymh),task
דפוס(dpws),pattern
שטחים(šṭḥym),Areas
ארגוני(ʾrgwny),organizational
תביעה(tvyʿh),claim
ובנוסף(wvnwsp),And in addition
העתיד(hʿtyd),The future
שאמרתי(šʾmrty),I said
הזכויות(hzkwywt),Rights
המייל(hmyyl),The email
להציל(lhṣyl),save
להבחין(lhvḥyn),distinguish
אריק(ʾryq),Eric
בסלון(vslwn),In the living room
גבוהים(gvwhym),Tall
בארגז(vʾrgz),In the crate
בבסיס(vvsys),At the base
הצרפתית(hṣrptyt),French
ואנשי(wʾnšy),And my people
המוזיאון(hmwzyʾwn),The museum
דב(dv),A bear
המצור(hmṣwr),The siege
בחינוך(vḥynwk),In education
מטבעות(mṭvʿwt),Coins
כשנה(kšnh),About a year
התוקף(htwqp),The attacker
שרידים(šrydym),remains
למלחמת(lmlḥmt),For a war
בכתיבה(vktyvh),In writing
נוספו(nwspw),Added
גדלה(gdlh),Has grown
הגר(hgr),Hagar
בלא(vlʾ),without
חלש(ḥlš),weak
תמונת(tmwnt),Image
בבריטניה(vvryṭnyh),In the UK
נקבעו(nqvʿw),Set
הרווחת(hrwwḥt),You have earned
נועדה(nwʿdh),Designed
הוריו(hwryw),His parents
מתקיים(mtqyym),Exists
רעיונות(rʿywnwt),Ideas
חילוקי(ḥylwqy),Dispute
ולהוסיף(wlhwsyp),And add
חיו(ḥyw),Lived
ארגונים(ʾrgwnym),Organizations
תפילת(tpylt),Prayer
הסברים(hsvrym),Explanations
חשמלי(ḥšmly),electric
חישוב(ḥyšwv),Calculation
בריטי(vryṭy),British
בהיותו(vhywtw),In being
מחנה(mḥnh),camp
קופת(qwpt),A fund
זכותו(zkwtw),His right
קודמות(qwdmwt),Previous
מהערכים(mhʿrkym),From the values
המשתמשים(hmštmšym),Users
החוקים(hḥwqym),The laws
נהר(nhr),river
להלחם(lhlḥm),fight
קבל(qvl),capacitor
עוזר(ʿwzr),assistant
ומתי(wmty),And when
אחדות(ʾḥdwt),unity
מסיבות(msyvwt),For parties
אלמוני(ʾlmwny),anonymous
פטירתו(pṭyrtw),His death
פרופורציה(prwpwrṣyh),proportion
הקברות(hqvrwt),The cemetery
גירוש(gyrwš),Deportation
איפוא(ʾypwʾ),Therefore
במושג(vmwšg),In the concept
פיזיקה(pyzyqh),Physics
סקריפט(sqrypṭ),Script
פומבי(pwmvy),public
בדחיפות(vdḥypwt),urgently
פיוטר(pywṭr),Piotr
גדוד(gdwd),battalion
הקובץ(hqwvṣ),File
ויקימדיה(wyqymdyh),Wikimedia
לוגו(lwgw),Logo
בנצרות(vnṣrwt),In Christianity
התכוונתי(htkwwnty),I meant
קולה(qwlh),Voice
אלינו(ʾlynw),to us
