hebrew,count,english_translation
מעניינים,28,Interesting
הסיפורים,28,The stories
מודע,28,aware
באחת,28,In one
מצליחים,28,Are successful
המטה,28,The headquarters
בבעיה,28,In trouble
מוטב,28,better
המקצועי,28,The professional
שאוכל,28,Who eats
יגיע,28,Will come
לעובד,28,To an employee
סירב,28,Refused
רביעי,28,fourth
וב,28,And in
הגרמני,28,The German
שאותו,28,whom
למסקנה,28,To conclude
הכינוי,28,Nickname
היותו,28,Being
במים,28,In the water
פועלת,28,You are working
מסודרת,28,Neat
המפה,28,The map
ניסו,28,Attempted
סטודנטים,28,Students
גילוי,28,A discovery
דיברנו,28,We spoke
פסל,28,statue
הולכים,28,Are going
המשפחות,28,The families
הבכורה,28,The premiere
חריג,28,exceptional
דתיים,28,Religious
בתו,28,His daughter
טקס,28,ceremony
סרטי,28,סרטי
לשלושה,28,For three
להקים,28,establish
בערוץ,28,On the channel
שקורה,28,That happens
עולים,28,Rising
לעודד,28,encourage
הקוראים,28,Readers
עבודתו,28,His work
הפרה,28,violation
המוזיקה,28,The music
וצריך,28,And should
שיעורים,28,Classes
הכביש,28,The road
הדת,28,Religion
בארגון,28,In the organization
במדבר,28,In the desert
רפואה,28,medicine
הדרומי,28,The south
פופולרי,28,popular
הרחב,28,Wide
מבנים,28,Buildings
המוסד,28,The institution
קריאה,28,reading
הכללית,28,The general
ראויים,28,Worthy
אדלר,28,Adler
מסחריים,28,Commercial
הגרמנים,28,The Germans
המבצע,28,The operation
השינה,28,Sleep
אמנות,28,art
המהפכה,28,Revolution
שנוי,28,change
הוקמו,28,Have been established
התופעה,28,Phenomenon
המקצוע,28,The profession
הערבי,28,The Arabic
העמים,28,The nations
בכדורגל,28,In football
אישים,28,Personalities
בך,28,in you
נקראת,28,Called
הכלב,28,The dog
הוציא,28,Had been issued
לקחה,28,Took
רוק,28,rock
הנאצית,28,Nazi
הבריטים,28,British
אליעזר,28,Eliezer
עקרונות,28,Principles
התלמידים,28,The students
לנהוג,28,drive
האשה,28,The woman
הכתיב,28,Spelling
לפרס,28,For a prize
רוזוולט,28,Roosevelt
זרם,28,stream
נותרו,28,Were left
גולדברג,28,Goldberg
הצביעו,28,Voted
השכלה,28,education
חקר,28,research
ציור,28,painting
שבדיה,28,Sweden
אמיר,28,emir
הוק,28,Hawk
כתובת,28,address
הוסף,28,Add
כלברה,28,A cervix
ציטוטים,28,Quotes
אנס,28,rapist
בדקתי,27,I have checked
ובית,27,And in the house
נס,27,miracle
עשתה,27,Did
עברתי,27,I have gone through
שנקרא,27,Called
סבל,27,suffering
בתוקף,27,in force
השפעות,27,Effects
שהיתה,27,That was
מספקת,27,Provides
לגור,27,live
לשתף,27,share
רושם,27,impression
מתייחס,27,refers to
עורכי,27,editors
בספטמבר,27,in september
קשורה,27,related
נהג,27,driver
מדויקת,27,accurate
ברב,27,barb
מחשבים,27,computers
שילוב,27,combination
פנאי,27,leisure
מעשית,27,practical
לרכוש,27,purchase
כרטיס,27,card
בליגה,27,in the league
באולם,27,in the hall
להציב,27,place
בתקשורת,27,in the media
קראו,27,read
העלייה,27,the immigration
ניכרת,27,noticeable
מטרות,27,goals
במציאות,27,in reality
שעברה,27,passed
בתפקידו,27,in his position
תפקידים,27,roles
ה־,27,the-
מגן,27,shield
לשאלות,27,for questions
בקבוצת,27,in the group
השישי,27,the sixth
במחקר,27,in the study
להתייעץ,27,to consult
שנכתבו,27,written
קושי,27,difficulty
כאב,27,pain
משמעי,27,meaningful
הנפש,27,the soul
ובני,27,and my son
ראשוני,27,ראשוני
תשע,27,nine
מנצ,27,מנצ
ביוני,27,ביוני
הרביעית,27,Fourth
באנגליה,27,In England
הקודמים,27,The previous
לגעת,27,touch
עתיד,27,A future
שעליו,27,On which
מחלקת,27,A department
עיתונאי,27,Journalist
הספרדים,27,The Spanish
שאינן,27,That do not
לעוד,27,For another
מוזכר,27,mentioned
המועד,27,The deadline
נרצחו,27,Were murdered
שפחות,27,Less
היסטורי,27,historical
ספורים,27,A few
היי,27,Hi
סמכויות,27,Powers
אהוד,27,sympathetic
בשלום,27,In peace
מלוא,27,In full
יוון,27,Greece
הבנק,27,Bank
פורסמו,27,Have been published
ציוד,27,equipment
אה,27,Ah
החיסון,27,The vaccine
למרבה,27,Forever
ללמד,27,teach
פוסט,27,Post
עמודים,27,Pages
הבריטית,27,British
בתוכו,27,In it
ששמת,27,Who puts
הסרטים,27,The movies
שראיתי,27,That I have seen
עיתון,27,Newspaper
ישיר,27,direct
ששת,27,Six
היות,27,Since
בינלאומי,27,International
ולו,27,And even
יהושע,27,Joshua
דוגמא,27,An example
תורת,27,Theory
מזו,27,From
הנרי,27,Henry
תביא,27,Will bring
בכמות,27,In quantity
שחרורו,27,His release
צר,27,narrow
הגרמנית,27,The German
לזמן,27,For time
קריטריונים,27,Criteria
תפיסת,27,Perception
ראי,27,mirror
ובכך,27,Thus
החזק,27,Holding
גוריון,27,Gurion
שמעון,27,Shimon
לכתיבת,27,For writing
האפל,27,The dark
צמחים,27,Plants
לשאר,27,For the rest
תפילה,27,Prayer
גר,27,Living
קריית,27,Kiryat
הרוסית,27,Russian
נפגעו,27,Were injured
הכה,27,A
שזאת,27,This is
תנועות,27,Movements
שיצאו,27,Who came out
בתחרות,27,In the competition
המקצועית,27,The professional
פרלמנט,27,parliament
בוויקישיתוף,27,In Wikish drummer
שכונות,27,Neighborhoods
הנוסח,27,The wording
גבעת,27,Hill
שצריכה,27,That needed
כתובים,27,Write
מאיפה,27,Where
נחל,27,stream
עמנואל,27,Emanuel
לואי,27,Louis
ויקישיתוף,27,Wikiper
קיבלת,27,Received
ויקיפדי,27,Wikipedia
תשובתך,27,Your reply
בשבילי,26,For me
ולעשות,26,And do
ובלי,26,And without
מעניינת,26,Interesting
הרגשתי,26,I felt
שתיים,26,Two
מודה,26,thanking
וטוב,26,And good
ואינו,26,And are not
וראה,26,And saw
מהלך,26,walk
לנצח,26,win
מרגישה,26,Feel
מגיל,26,From age
מחזיק,26,holder
משתתפים,26,Participants
התיקון,26,The repair
שבכל,26,In all
שנעשה,26,Made
ישיבה,26,meeting
המיניות,26,Sexuality
טוענים,26,Claims
מניעה,26,prevention
חירום,26,An emergency
נקבע,26,Determined
רכבת,26,train
נסגר,26,Closed
האחד,26,One
ההלכה,26,Halacha
לאמץ,26,adopt
אלקטרוני,26,electronic
מוגבל,26,limited
להוביל,26,lead
הכלכלי,26,Economic economic
ולפעמים,26,And sometimes
למשוך,26,attract
בטיפול,26,In therapy
לסגור,26,close
לבחון,26,examine
הצפון,26,The north
האפשר,26,Possible
החוף,26,The beach
הפגיעה,26,The injury
יצור,26,creature
תעופה,26,aviation
פוגע,26,offensive
מרשים,26,impressive
כשר,26,kosher
בכירים,26,Senior executives
שוויון,26,Equality
מנכ,26,A
רמות,26,Levels
מסוימות,26,Some
המכונה,26,The machine
הזמנים,26,Times
קלות,26,lightness
סוכר,26,sugar
נח,26,Noah
בצרפת,26,In France
סטר,26,Steric
החליף,26,Replaced
מועדון,26,club
מאתר,26,From a site
בתולדות,26,In the history
הוכחות,26,Evidence
צפויה,26,Expected
לכלול,26,include
הבלתי,26,The otty
התנ,26,A
הנחיות,26,Guidelines
ידיעות,26,knowledge
הופכת,26,Becomes
חרף,26,despite
מטוס,26,plane
רחבי,26,Wide
ספטמבר,26,September
הרומית,26,Roman
בדיחה,26,joke
סוגים,26,Types
נהגו,26,Used to
קהילה,26,Community
ממוצא,26,From origin
מגדל,26,tower
לרשימה,26,To the list
קר,26,cold
אנר,26,Enlar
מהירות,26,speed
משימה,26,task
דפוס,26,pattern
שטחים,26,Areas
ארגוני,26,organizational
תביעה,26,claim
ובנוסף,26,And in addition
העתיד,26,The future
שאמרתי,26,I said
הזכויות,26,Rights
המייל,26,The email
להציל,26,save
להבחין,26,distinguish
אריק,26,Eric
בסלון,26,In the living room
גבוהים,26,Tall
בארגז,26,In the crate
בבסיס,26,At the base
הצרפתית,26,French
ואנשי,26,And my people
המוזיאון,26,The museum
דב,26,A bear
המצור,26,The siege
בחינוך,26,In education
מטבעות,26,Coins
כשנה,26,About a year
התוקף,26,The attacker
שרידים,26,remains
למלחמת,26,For a war
בכתיבה,26,In writing
נוספו,26,Added
גדלה,26,Has grown
הגר,26,Hagar
בלא,26,without
חלש,26,weak
תמונת,26,Image
בבריטניה,26,In the UK
נקבעו,26,Set
הרווחת,26,You have earned
נועדה,26,Designed
הוריו,26,His parents
מתקיים,26,Exists
רעיונות,26,Ideas
חילוקי,26,Dispute
ולהוסיף,26,And add
חיו,26,Lived
ארגונים,26,Organizations
תפילת,26,Prayer
הסברים,26,Explanations
חשמלי,26,electric
חישוב,26,Calculation
בריטי,26,British
בהיותו,26,In being
מחנה,26,camp
קופת,26,A fund
זכותו,26,His right
קודמות,26,Previous
מהערכים,26,From the values
המשתמשים,26,Users
החוקים,26,The laws
נהר,26,river
להלחם,26,fight
קבל,26,capacitor
עוזר,26,assistant
ומתי,26,And when
אחדות,26,unity
מסיבות,26,For parties
אלמוני,26,anonymous
פטירתו,26,His death
פרופורציה,26,proportion
הקברות,26,The cemetery
גירוש,26,Deportation
איפוא,26,Therefore
במושג,26,In the concept
פיזיקה,26,Physics
סקריפט,26,Script
פומבי,26,public
בדחיפות,26,urgently
פיוטר,26,Piotr
גדוד,26,battalion
הקובץ,26,File
ויקימדיה,26,Wikimedia
לוגו,26,Logo
בנצרות,26,In Christianity
התכוונתי,26,I meant
קולה,25,Voice
אלינו,25,to us
חזרו,25,Returned
וכבר,25,And already
אמיתית,25,Real
חלילה,25,God forbid
ניתנת,25,Given
חיסכון,25,Saving
המסך,25,The screen
לאסוף,25,collect
שאחרי,25,That after
נותנת,25,Gives
סיכון,25,Risk
נדיר,25,rare
מוכנים,25,Are ready
מעורבים,25,Involved
באים,25,Come
מתברר,25,Turns out
ביטול,25,Cancellation
מינימום,25,minimum
האירופי,25,The European
התוצאות,25,The results
עשויים,25,Made of
מסכימים,25,Agree
אמורים,25,Are supposed to
המחלה,25,The illness
דיבר,25,Spoke
יגיעו,25,Will come
שכולם,25,That everyone
יולי,25,July
חלוקת,25,A distribution
אופציות,25,Options
ינג,25,Yang
התברר,25,Turned out to be
אוכלוסייה,25,Population
גלי,25,jelly
הטבלה,25,baptism
רוברט,25,Robert
כוחו,25,His power
רחבה,25,square
חשד,25,suspicion
הקיימים,25,Existing
איתן,25,strong
הגשת,25,Submitted
חשיפה,25,exposure
מאותה,25,From the same
שחלק,25,That some
סיוע,25,assistance
הנער,25,The boy
מסוכן,25,dangerous
כיהן,25,Served
ראיות,25,Evidence
מיליוני,25,Millions of
מלח,25,salt
וכמעט,25,And almost
הועבר,25,Has been transferred
בגובה,25,In height
לפיה,25,Whereas
גובה,25,height
בנובמבר,25,In November
ההסבר,25,The explanation
הגורמים,25,The factors
קיומו,25,Its existence
טענו,25,Loaded
מורשת,25,legacy
חבריו,25,His friends
להרוס,25,destroy
דעתם,25,Their minds
עמוקה,25,Deep
מעורב,25,involved
הנוסעים,25,Passengers
הרומאים,25,The Romans
חביב,25,favorite
תצפית,25,observation
לענייני,25,For the sake
אמריקאי,25,American
גזע,25,race
הצטרף,25,Join
אנג,25,Ang
מאפשרת,25,Enables
כחולים,25,Blue
יעזור,25,Will help
קוד,25,Code
פעילים,25,Active
עמו,25,With him
לאותו,25,To the same
נודע,25,famous
ספרותית,25,Literary
בפומבי,25,publicly
סלינג,25,Sling
הספרות,25,Literature
במייל,25,In the email
החיבור,25,The connection
יאיר,25,Yair
מבטו,25,His gaze
השבעים,25,The seventy
מיותרים,25,Unnecessary
צירוף,25,Combination
כרגיל,25,As usual
ארוחת,25,Dinner
קהילות,25,Communities
המדעי,25,The scientific
לטעון,25,load
החבר,25,boyfriend
המלכה,25,Queen
גידול,25,Tumor
איזשהו,25,Some kind of
נמשכת,25,Continuing
תחבורה,25,transport
בתחומים,25,In the fields
הצדקה,25,justification
נדחה,25,rejected
קרובים,25,Close
יצירות,25,Works
היצירה,25,The work
קטע,25,section
עותקים,25,Copies
בחיפוש,25,In search
אלימות,25,violence
חברתיים,25,Social
מפורסם,25,famous
זניחה,25,neglect
מפלגת,25,Party
להתרכז,25,concentrate
מרטין,25,Martin
ארתור,25,Arthur
הקודש,25,The Holy
נשארו,25,Were left
מאה,25,century
מגורים,25,residence
התשלום,25,Payment
אינכם,25,You are not
צו,25,To
העדר,25,lack
הלימודים,25,School
בראשה,25,In the head
למשחקים,25,For games
פורסמה,25,Has been published
קאסם,25,Qassem
ופילוסופיה,25,And philosophy
ענייני,25,My case
קסון,25,Kackson
אלכס,25,Alex
פרנסיסקו,25,Francisco
בחינה,25,examination
תורגם,25,Translated
ההפניות,25,The referrals
לוויקישיתוף,25,To Wikish drummer
ויילס,25,Wales
ספינות,25,Ships
ממוקם,25,situated
דיסני,25,Disney
וסטמינסטר,25,Westminster
הוכחת,25,Proof of
לדחוף,25,push
יישוב,25,Settlement
עקרון,25,principle
בבאר,25,In the well
שילמתי,25,I paid
תם,24,Tam
הקטנים,24,The little ones
מות,24,death
חכמים,24,Wise
נהיה,24,yearning
העובדים,24,The workers
שקט,24,quiet
ידיים,24,Hands
יצליח,24,Will succeed
בשידור,24,On the broadcast
ביתי,24,domestic
למשרד,24,To office
לראש,24,To the head
מנהלים,24,Managers
הבנה,24,understanding
כותרת,24,title
עלתה,24,Rose
סף,24,threshold
מחשבה,24,thought
מקרי,24,accidental
קלים,24,Light
האמריקנית,24,American
משטרה,24,police
ידה,24,Ya
להזמין,24,reserve
שחשוב,24,That matters
אוסטרליה,24,Australia
לחבר,24,connect
במגוון,24,In a variety
שערים,24,Gates
רחובות,24,Streets
זקוקים,24,Need
רלוונטית,24,Relevant
בניסיון,24,In an attempt
בסין,24,In China
ובהם,24,Including
הרף,24,הרף
סימני,24,Marks
שקיים,24,That exists
הכלים,24,The tools
מקצועית,24,Professional
פסוק,24,verse
הפיקוד,24,The command
פעולת,24,Action
לתחום,24,To the field
שוחד,24,bribe
שראוי,24,Which is worthy
התכוון,24,Meant
שלילית,24,Negative
ואל,24,And to
מאגר,24,reservoir
שהגיעו,24,Who arrived
לנשיאות,24,To president
בדיוני,24,fictional
קבלה,24,reception
צער,24,grief
הערכה,24,assessment
צמוד,24,linked
הציג,24,Presented
הקבוצות,24,The groups
הקודמות,24,The previous
סיטי,24,City
הזכייה,24,Winning
קיצוץ,24,A cut
יעבור,24,Will pass
ערוץ,24,channel
מטעה,24,misleading
מתבצע,24,Performed
הממלכה,24,The kingdom
ובה,24,And in
המחלוקת,24,The controversy
המודרני,24,Modern
בתאריך,24,On the date
כיסוי,24,Cover
נהדרת,24,Great
פרש,24,horseman
